,Unnamed: 0.1,High,Low,Close,Volume,Next Day Close,Difference,ClassLabel
0,2001-01-02,39.613686,38.613686,38.926186,983800.0,40.30373400000001,-1.3775480000000115,1
1,2001-01-03,40.36623400000001,36.05373400000001,40.30373400000001,1485800.0,41.090935,-0.7872009999999889,1
2,2001-01-04,41.528435,39.465935,41.090935,1942000.0,39.634644,1.4562910000000002,0
3,2001-01-05,41.134644,39.197144,39.634644,1238000.0,38.45388,1.1807640000000035,0
4,2001-01-08,39.95388,37.70388,38.45388,1204300.0,38.296421,0.1574589999999958,0
5,2001-01-09,39.421421,37.046421,38.296421,987300.0,39.437843,-1.1414219999999986,1
6,2001-01-10,40.437843,37.812843,39.437843,1716100.0,39.241051,0.19679200000000208,0
7,2001-01-11,40.866051,38.928551,39.241051,892600.0,38.375149,0.8659019999999984,0
8,2001-01-12,39.750149,37.375149,38.375149,1085300.0,39.319775,-0.9446259999999995,1
9,2001-01-16,40.757275,37.444775,39.319775,1072200.0,39.477203,-0.157428000000003,1
10,2001-01-17,40.414703,39.227203,39.477203,606700.0,38.61132,0.8658830000000037,0
11,2001-01-18,39.92382,37.98632,38.61132,731100.0,37.745403,0.865916999999996,0
12,2001-01-19,39.120403,37.182903,37.745403,860800.0,39.083611,-1.3382079999999945,1
13,2001-01-22,39.458611,36.708611,39.083611,750100.0,40.028236,-0.944625000000002,1
14,2001-01-23,40.028236,38.653236,40.028236,696300.0,40.264393,-0.23615699999999862,1
15,2001-01-24,40.264393,38.701893,40.264393,668800.0,40.146328,0.11806500000000142,0
16,2001-01-25,40.833828,38.646328,40.146328,571500.0,40.657986,-0.5116580000000042,1
17,2001-01-26,41.220486,39.595486,40.657986,654300.0,41.160229,-0.502243,1
18,2001-01-29,41.550228,40.120228,41.160229,887400.0,42.444893,-1.2846639999999994,1
19,2001-01-30,42.444893,39.464889,42.444893,1268400.0,42.130016,0.31487700000000274,0
20,2001-01-31,43.230014,41.530017,42.130016,1282600.0,42.350441,-0.22042499999999876,1
21,2001-02-01,42.350441,41.410439,42.350441,1213600.0,41.821449,0.5289919999999952,0
22,2001-02-02,43.411445,41.541442,41.821449,768600.0,42.37560300000001,-0.5541540000000111,1
23,2001-02-05,42.37560300000001,40.885605,42.37560300000001,466600.0,41.77737,0.5982330000000147,0
24,2001-02-06,42.477375,40.52737,41.77737,641700.0,42.130016,-0.352646,1
25,2001-02-07,42.470012,41.230014,42.130016,838300.0,42.287453,-0.1574370000000016,1
26,2001-02-08,42.377449,41.707451,42.287453,833000.0,42.167797,0.1196559999999991,0
27,2001-02-09,42.3578,41.487797,42.167797,847100.0,42.696785,-0.5289879999999982,1
28,2001-02-12,42.876785,41.866783,42.696785,529700.0,42.463791,0.23299399999999792,0
29,2001-02-13,43.013794,42.31379,42.463791,584300.0,42.451202,0.012588999999998407,0
30,2001-02-14,43.111198,42.101196,42.451202,684100.0,41.783661,0.6675409999999999,0
31,2001-02-15,43.053666,41.13366,41.783661,642200.0,42.545643,-0.7619819999999962,1
