,Unnamed: 0.1,High,Low,Close,Volume,Next Day Close,Difference,ClassLabel
0,2001-01-02,10.073895,9.136395,9.136395,585900.0,9.685226,-0.5488309999999998,1
1,2001-01-03,9.810226,8.497726,9.685226,1699900.0,9.782079,-0.09685299999999941,1
2,2001-01-04,10.219579,9.594579,9.782079,582000.0,9.652943,0.12913599999999903,0
3,2001-01-05,10.090443,9.465443,9.652943,415600.0,9.620656,0.03228700000000018,0
4,2001-01-08,9.683156,9.308156,9.620656,250000.0,9.523801,0.09685499999999969,0
5,2001-01-09,9.648801,9.398801,9.523801,271300.0,9.652943,-0.12914199999999987,1
6,2001-01-10,9.777943,9.215443,9.652943,429500.0,9.620656,0.03228700000000018,0
7,2001-01-11,9.933156,9.495656,9.620656,450900.0,10.201773,-0.581116999999999,1
8,2001-01-12,10.514273,9.076773,10.201773,859400.0,10.492328,-0.29055500000000123,1
9,2001-01-16,10.492328,9.742328,10.492328,631600.0,10.556898,-0.0645699999999998,1
10,2001-01-17,10.744398,10.181898,10.556898,825100.0,10.395475,0.16142300000000098,0
11,2001-01-18,10.707975,10.332975,10.395475,1118200.0,10.137205,0.25826999999999956,0
12,2001-01-19,10.762205,10.012205,10.137205,616800.0,10.169489,-0.032284000000000646,1
13,2001-01-22,10.356989,9.794489,10.169489,420100.0,10.234058,-0.06456899999999877,1
14,2001-01-23,10.484058,10.109058,10.234058,472500.0,10.266335,-0.032277000000000555,1
15,2001-01-24,10.266335,10.141335,10.266335,314500.0,10.266335,0.0,1
16,2001-01-25,10.641335,10.078835,10.266335,575300.0,10.298624,-0.032289000000000456,1
17,2001-01-26,10.611124,9.986124,10.298624,393500.0,10.522032,-0.22340799999999916,1
18,2001-01-29,10.652031,10.092032,10.522032,333100.0,10.682157,-0.16012500000000074,1
19,2001-01-30,10.702158,10.352157,10.682157,519600.0,10.847449,-0.1652919999999991,1
20,2001-01-31,11.04745,10.427449,10.847449,446600.0,10.718314,0.12913499999999978,0
21,2001-02-01,11.218314,10.518313,10.718314,577600.0,10.754477,-0.03616300000000017,1
22,2001-02-02,10.934477,10.734476,10.754477,392200.0,10.785467,-0.03099000000000096,1
23,2001-02-05,10.905468,10.705467,10.785467,299200.0,10.790633,-0.005165999999999116,1
24,2001-02-06,10.880634,10.530633,10.790633,355400.0,10.785467,0.005165999999999116,0
25,2001-02-07,10.845469,10.705467,10.785467,233200.0,10.702818,0.08264899999999997,0
26,2001-02-08,10.962819,10.702818,10.702818,315500.0,10.553021,0.1497970000000013,0
27,2001-02-09,10.913022,9.873021,10.553021,293500.0,10.682157,-0.1291360000000008,1
28,2001-02-12,10.692158,10.442158,10.682157,456300.0,10.795799,-0.11364200000000046,1
29,2001-02-13,10.855798,10.495799,10.795799,396700.0,10.759636,0.03616300000000017,0
30,2001-02-14,10.929636,10.629637,10.759636,603300.0,10.775138,-0.015501999999999683,1
31,2001-02-15,10.865138,10.665137,10.775138,504400.0,10.697655,0.07748300000000086,0
32,2001-02-16,10.847657,10.507656,10.697655,328300.0,10.527193,0.17046199999999878,0
33,2001-02-20,10.837195,10.367193,10.527193,432700.0,10.30508,0.22211300000000023,0
34,2001-02-21,10.705079,10.165078,10.30508,275800.0,10.062304,0.242776000000001,0
35,2001-02-22,10.562304,9.882303,10.062304,504600.0,9.824694,0.2376100000000001,0
36,2001-02-23,10.214694,9.364693,9.824694,452800.0,10.248261,-0.42356700000000025,1
37,2001-02-26,10.308261,9.428261,10.248261,403000.0,10.113959,0.13430199999999992,0
38,2001-02-27,10.383959,10.033959,10.113959,294000.0,10.051588,0.062370999999998844,0
39,2001-02-28,10.361588,9.821589,10.051588,293700.0,9.895673,0.15591500000000025,0
40,2001-03-01,10.275672,9.655671,9.895673,300700.0,10.113958,-0.21828499999999984,1
41,2001-03-02,10.553959,9.553959,10.113958,309600.0,10.223104,-0.10914599999999908,1
42,2001-03-05,10.533104,9.943103,10.223104,226700.0,10.254285,-0.031181000000000125,1
43,2001-03-06,10.574284,10.174285,10.254285,385500.0,10.306256,-0.05197099999999999,1
44,2001-03-07,10.466256,10.106255,10.306256,366800.0,10.763622,-0.4573660000000004,1
45,2001-03-08,10.803623,9.953623,10.763622,602200.0,10.758424,0.005198000000000036,0
46,2001-03-09,11.038423,10.398423,10.758424,405600.0,10.706446,0.05197800000000008,0
47,2001-03-12,11.006446,10.636447,10.706446,661300.0,10.34264,0.3638060000000003,0
48,2001-03-13,11.19264,10.09264,10.34264,425800.0,9.937248,0.4053919999999991,0
49,2001-03-14,10.757248,9.827247,9.937248,379900.0,10.186719,-0.24947099999999978,1
50,2001-03-15,10.28672,9.636718,10.186719,466600.0,10.103561,0.08315800000000095,0
51,2001-03-16,10.293559,9.91356,10.103561,675700.0,10.446584,-0.3430230000000005,1
52,2001-03-19,10.596584,10.036585,10.446584,514100.0,10.389413,0.057171000000000305,0
53,2001-03-20,10.649413,10.099414,10.389413,318000.0,10.041198,0.3482149999999997,0
54,2001-03-21,10.461198,9.871198,10.041198,362900.0,9.890477,0.150720999999999,0
55,2001-03-22,10.260476,9.170475,9.890477,374700.0,10.030801,-0.14032399999999967,1
56,2001-03-23,10.210802,9.390802,10.030801,254100.0,10.129552,-0.09875100000000003,1
57,2001-03-26,10.239552,9.789552,10.129552,501700.0,10.020406,0.10914600000000085,0
58,2001-03-27,10.310405,9.890405,10.020406,269600.0,9.874882,0.145524,0
59,2001-03-28,10.234883,9.524882,9.874882,556500.0,9.95284,-0.07795800000000064,1
60,2001-03-29,10.28284,9.65284,9.95284,276300.0,9.994421,-0.041581000000000756,1
61,2001-03-30,10.06442,9.714422,9.994421,301700.0,10.103561,-0.10913999999999824,1
62,2001-04-02,10.49356,9.91356,10.103561,298600.0,9.776132,0.32742899999999864,0
63,2001-04-03,10.466133,9.766132,9.776132,211000.0,9.869683,-0.09355099999999972,1
64,2001-04-04,9.929682,9.649683,9.869683,257800.0,9.921659,-0.0519759999999998,1
65,2001-04-05,10.011659,9.681659,9.921659,369700.0,9.604624,0.3170350000000006,0
66,2001-04-06,10.224624,9.424623,9.604624,623500.0,9.682578,-0.07795400000000008,1
67,2001-04-09,9.962579,9.472579,9.682578,420000.0,9.744949,-0.06237100000000062,1
68,2001-04-10,9.994949,9.68495,9.744949,293800.0,9.391529,0.35341999999999985,0
69,2001-04-11,9.741529,9.301529,9.391529,422000.0,9.417521,-0.02599200000000046,1
70,2001-04-12,9.54752,9.14752,9.417521,275500.0,9.453902,-0.036380999999998664,1
71,2001-04-16,9.713902,9.133902,9.453902,264900.0,9.344757,0.10914499999999983,0
72,2001-04-17,9.424756,9.064758,9.344757,441600.0,10.025602,-0.6808449999999997,1
73,2001-04-18,10.475601,8.5356,10.025602,747000.0,10.020406,0.005195999999999756,0
74,2001-04-19,10.250405,9.740405,10.020406,238500.0,9.843699,0.17670699999999862,0
75,2001-04-20,10.203697,9.603699,9.843699,350400.0,9.677384,0.16631500000000088,0
76,2001-04-23,10.057383,9.607382,9.677384,356800.0,9.718964,-0.04157999999999973,1
77,2001-04-24,10.038963,9.648962,9.718964,395000.0,10.041198,-0.3222339999999999,1
78,2001-04-25,10.121198,9.221198,10.041198,531600.0,10.145143,-0.10394499999999951,1
79,2001-04-26,10.325144,9.735144,10.145143,505700.0,10.358235,-0.2130920000000014,1
80,2001-04-27,10.388234,10.078235,10.358235,396900.0,10.087973,0.27026200000000067,0
81,2001-04-30,10.677973,9.777973,10.087973,678500.0,10.228297,-0.14032399999999967,1
82,2001-05-01,10.358296,10.048297,10.228297,514400.0,10.34264,-0.11434299999999986,1
83,2001-05-02,10.44264,10.11264,10.34264,201100.0,10.368626,-0.025986000000001397,1
84,2001-05-03,10.398625,9.768625,10.368626,451900.0,10.550534,-0.18190799999999996,1
85,2001-05-04,10.550534,9.800534,10.550534,501700.0,10.425798,0.1247360000000004,0
86,2001-05-07,10.665798,10.3058,10.425798,258900.0,10.389413,0.036385000000001,0
87,2001-05-08,10.799413,10.319413,10.389413,330900.0,10.34264,0.046772999999999954,0
88,2001-05-09,10.54264,10.19264,10.34264,375100.0,10.6129,-0.2702600000000004,1
89,2001-05-10,10.632901,10.0429,10.6129,365000.0,10.586919,0.02598099999999981,0
90,2001-05-11,10.816918,10.436917,10.586919,235800.0,10.680464,-0.09354500000000066,1
91,2001-05-14,10.680464,10.190464,10.680464,334300.0,10.690855,-0.010391000000000261,1
