,Open,High,Low,Close,Volume,Next Day Close,Difference,ClassLabel
0,8.761063,8.823563,8.604813,8.667313,5743200,10.265195,-1.5978820000000002,1
1,8.171445,10.265195,8.171445,10.265195,19596000,10.386249000000001,-0.12105400000000088,1
2,9.886249000000001,10.854999000000001,9.761249000000001,10.386249000000001,30658800,10.035194,0.35105500000000056,0
3,10.347694,10.363319,9.816444,10.035194,11739200,9.563097,0.47209699999999977,0
4,10.172472,10.172472,9.313097,9.563097,11604400,9.393626,0.16947100000000148,0
5,9.596751,9.737376,9.143626,9.393626,8467600,9.756779,-0.3631530000000005,1
6,8.944279,9.788029,8.944279,9.756779,10192800,9.672042,0.0847370000000005,0
7,9.750167,9.953292,9.484542,9.672042,9900400,9.756779,-0.0847370000000005,1
8,9.647404,9.803654,9.600529,9.756779,6054800,9.587309,0.16947000000000045,0
9,9.524809,9.649809,9.227934,9.587309,11900400,9.347431,0.23987799999999915,0
10,9.675556,9.675556,9.331806,9.347431,7836400,8.958966,0.38846500000000006,0
11,9.443341,9.443341,8.943341,8.958966,13853200,8.619059,0.3399070000000002,0
12,9.025309,9.025309,8.462809,8.619059,17919200,8.92255,-0.3034909999999993,1
13,8.844425,9.2038,8.750675,8.92255,11980400,9.298867999999999,-0.3763179999999995,1
14,8.923867999999999,9.298867999999999,8.767617999999999,9.298867999999999,6577600,9.189615,0.10925299999999893,0
15,9.36149,9.36149,9.033365,9.189615,6853600,9.408126,-0.21851099999999946,1
16,9.173751,9.658126,8.955001,9.408126,6620800,9.480965,-0.0728390000000001,1
17,9.605965,9.605965,9.24659,9.480965,7066800,9.672767,-0.19180200000000092,1
18,9.545266999999999,9.735267,9.517767,9.672767,4626000,9.863114,-0.19034699999999916,1
19,9.793114,9.905614,9.485614,9.863114,9050800,10.381716,-0.5186020000000013,1
20,9.881716,10.524216000000001,9.859216,10.381716,18794800,10.585662,-0.2039459999999984,1
21,10.323162,10.705662,9.973162,10.585662,16895600,10.457467,0.12819499999999984,0
22,10.647467,10.707467,10.422467,10.457467,15373200,10.313734,0.14373299999999922,0
23,10.451234,10.453733999999999,10.163734,10.313734,14122000,10.154468,0.15926600000000057,0
24,10.359468,10.494468,10.146968,10.154468,11584400,10.136984,0.01748399999999961,0
25,10.096983999999999,10.276983999999999,10.039484,10.136984,9973600,9.711616000000001,0.42536799999999886,0
26,10.286616,10.299116,9.604116000000001,9.711616000000001,11544000,10.393369999999999,-0.681753999999998,1
27,10.07837,10.66587,10.07837,10.393369999999999,22994000,10.488543,-0.09517300000000084,1
28,10.113543,10.501043,10.053543,10.488543,21378400,10.925564999999999,-0.4370219999999989,1
29,10.363064999999999,10.988064999999999,10.135565,10.925564999999999,24401200,10.956645,-0.031080000000001107,1
30,10.916644999999999,11.354144999999999,10.874145,10.956645,22645200,11.04987,-0.09322500000000034,1
31,11.22737,11.324869999999999,10.859869999999999,11.04987,18168000,10.974124,0.07574600000000054,0
32,10.974124,11.119124000000001,10.699124000000001,10.974124,21668000,11.323742999999999,-0.3496189999999988,1
33,10.936243,11.603743,10.923743,11.323742999999999,18081200,10.548756,0.7749869999999994,0
34,11.371255999999999,11.453756,10.536256,10.548756,14834800,10.515737,0.033018999999999465,0
35,10.593237,10.605737,10.268237,10.515737,9111600,10.601197,-0.0854600000000012,1
36,10.491197,10.728697,10.211197,10.601197,14015200,11.442229,-0.8410319999999984,1
37,10.964729,11.602229,10.889728999999999,11.442229,23458000,11.168355,0.2738739999999993,0
38,11.355855,11.518355,11.085855,11.168355,19496400,10.853701,0.3146540000000009,0
39,11.208701,11.383701,10.633701,10.853701,10567600,10.684714,0.16898699999999955,0
40,10.989714,11.029714,10.232214,10.684714,10561200,11.090666,-0.405952000000001,1
41,10.365666000000001,11.165666,10.230666000000001,11.090666,9834800,11.100375999999999,-0.009709999999998331,1
42,11.087876,11.425376,11.012876,11.100375999999999,12197200,11.440287,-0.33991100000000074,1
43,11.165287,11.600287,11.127787,11.440287,11756400,12.098730999999999,-0.6584439999999994,1
44,11.501231,12.151231,11.488731,12.098730999999999,19706800,12.024922,0.0738089999999989,0
45,12.109922000000001,12.697422,12.019922,12.024922,26226400,12.133693,-0.10877099999999906,1
46,11.931192999999999,12.253693,11.516193,12.133693,14356000,11.584012,0.5496809999999996,0
47,12.174012,12.176511999999999,11.534011999999999,11.584012,13828800,11.57819,0.005822000000000216,0
48,11.67569,11.775689999999999,11.133189999999999,11.57819,14356400,11.405322,0.17286799999999936,0
49,11.112822,11.550322,11.112822,11.405322,12388000,11.789904,-0.384582,1
50,11.527403999999999,11.989904,11.527403999999999,11.789904,14624400,11.657824,0.1320800000000002,0
51,11.715324,11.890324,11.427824000000001,11.657824,12955200,11.896728,-0.23890399999999978,1
52,11.621728,11.959228,11.481728,11.896728,10533200,12.114268,-0.21753999999999962,1
53,11.946767999999999,12.546768,11.934268,12.114268,18232000,12.052112,0.06215599999999988,0
54,12.132112,12.264612,11.787111999999999,12.052112,18071600,11.193608,0.8585039999999999,0
55,12.161108,12.161108,10.596108000000001,11.193608,24016400,10.857583,0.33602499999999935,0
56,11.287583,11.287583,10.682583000000001,10.857583,17697600,11.05182,-0.19423699999999933,1
57,11.17682,11.17682,10.88932,11.05182,14936400,11.382011,-0.330191000000001,1
58,10.959511000000001,11.487011,10.644511,11.382011,20050000,11.166414999999999,0.21559600000000145,0
59,11.231415,11.391415,11.073915,11.166414999999999,13191600,11.391721,-0.22530600000000156,1
60,10.856721,11.454221,10.554221,11.391721,15234400,11.35288,0.03884099999999968,0
