,Open,High,Low,Close,Volume,Next Day Close,Difference,ClassLabel
0,23.413795,24.512313,22.951259,23.240345,927400.0,23.419949,-0.17960399999999765,1
1,23.53558,24.345017000000002,22.205792000000002,23.419949,1113600.0,23.743212,-0.32326300000000074,1
2,23.107226,24.783915,22.991591,23.743212,1330000.0,23.45586,0.2873519999999985,0
3,24.149661,24.265296,22.530788,23.45586,675800.0,23.419949,0.03591100000000225,0
4,23.36213,24.055931,23.130864000000003,23.419949,963600.0,22.593773000000002,0.8261759999999967,0
5,23.229759,23.692291,22.304687,22.593773000000002,1225900.0,22.701546,-0.10777299999999812,1
6,22.874997,23.337532999999997,21.487393,22.701546,940300.0,21.875374,0.8261719999999997,0
7,23.031712,23.031712,21.586289,21.875374,879300.0,21.516167000000003,0.35920699999999783,0
8,22.15215,22.15215,20.880181,21.516167000000003,606400.0,21.408417,0.1077500000000029,0
9,20.714615,22.044399,20.425529,21.408417,1585900.0,21.192894,0.21552300000000102,0
10,22.002326999999998,22.175777,20.672542,21.192894,866200.0,21.049217000000002,0.14367699999999672,0
11,21.164852,21.511753,20.528865,21.049217000000002,679900.0,20.654089000000003,0.3951279999999997,0
12,20.82754,21.174441,20.018103,20.654089000000003,647800.0,20.869612,-0.21552299999999747,1
13,20.811792999999998,21.447779,19.655459,20.869612,1175900.0,20.869612,0.0,1
14,20.869612,22.141581,20.696162,20.869612,1044500.0,21.228811,-0.35919900000000027,1
15,20.419373999999998,21.286627,20.130292999999998,21.228811,1308300.0,21.480249,-0.2514380000000003,1
16,21.133348,22.289686,21.075532,21.480249,1583200.0,20.905533,0.5747160000000022,0
17,21.599335,21.599335,20.674267,20.905533,840300.0,21.299215,-0.39368200000000186,1
18,20.429651,21.706247,20.142881,21.299215,710800.0,21.862444,-0.5632289999999998,1
19,21.732935,21.871695000000003,20.447088,21.862444,1500300.0,21.707275,0.15516900000000078,0
20,21.836788000000002,22.475085999999997,21.605518,21.707275,1221000.0,21.810719,-0.10344399999999965,1
21,21.163171,22.088239,21.033658,21.810719,1036600.0,21.82222,-0.011501000000002648,1
22,21.803718,22.127491,21.387435999999997,21.82222,886500.0,22.379688,-0.5574680000000001,1
23,21.491622,22.629455,21.473121,22.379688,1073800.0,22.075083,0.30460500000000224,0
24,23.268423000000002,23.305426,21.233271,22.075083,2608600.0,22.281996,-0.20691300000000012,1
25,21.569692,22.49476,21.273668,22.281996,805500.0,22.730272,-0.4482759999999999,1
26,23.146555,23.146555,22.128977,22.730272,1691500.0,22.419923999999998,0.3103480000000012,0
27,22.410673000000003,22.780703,22.225661,22.419923999999998,1246500.0,22.408438,0.011485999999997887,0
28,22.658205,22.741464999999998,21.955153,22.408438,694000.0,22.690042000000002,-0.2816040000000015,1
29,22.246007000000002,22.708543,22.162751999999998,22.690042000000002,1425100.0,22.672794,0.01724800000000215,0
30,23.181583,23.357345000000002,22.413772,22.672794,1212000.0,22.960171,-0.2873769999999993,1
31,23.46896,23.561467,22.728904999999997,22.960171,1632700.0,22.598085,0.3620859999999979,0
32,22.348314000000002,22.857103,21.839525,22.598085,1462700.0,23.13833,-0.5402449999999988,1
33,22.75905,23.314092000000002,22.435277,23.13833,1103300.0,22.362451999999998,0.7758780000000023,0
34,23.139509,23.278269,21.539141,22.362451999999998,1492300.0,22.241764,0.12068799999999769,0
35,22.519282999999998,23.444354999999998,21.779228,22.241764,804400.0,21.471626,0.7701379999999993,0
36,22.896232,22.896232,21.24961,21.471626,1167800.0,22.316475,-0.844849,1
37,21.354401,22.473736,21.224892,22.316475,1443400.0,22.603834,-0.2873589999999986,1
38,22.02104,22.779597,22.02104,22.603834,990900.0,23.30501,-0.7011760000000002,1
39,22.398444,23.30501,22.398444,23.30501,1357400.0,22.971664,0.3333459999999988,0
40,23.276939000000002,23.461952,22.499882,22.971664,1284300.0,23.103848,-0.13218399999999875,1
41,22.965088,23.168602,22.252785,23.103848,1024500.0,23.247528,-0.1436799999999998,1
42,22.553726,23.478794,22.553726,23.247528,1728600.0,24.040636,-0.7931080000000001,1
43,23.134069,24.660432999999998,22.810292999999998,24.040636,2029600.0,24.425711,-0.3850750000000005,1
44,23.805914,24.56447,23.519144,24.425711,1296400.0,24.713074,-0.28736299999999915,1
45,24.232035999999997,24.851833,23.390224,24.713074,1283700.0,24.569384,0.14368999999999943,0
46,24.763651,25.216932,24.060599,24.569384,1006800.0,23.672819,0.896564999999999,0
47,24.468378,25.069674,23.608065,23.672819,1054400.0,23.448677,0.2241420000000005,0
48,23.124901,23.726195999999998,22.014816,23.448677,1168000.0,23.023386,0.4252910000000014,0
49,23.430414000000003,24.633004999999997,22.967882,23.023386,841100.0,22.908443,0.11494300000000024,0
50,23.09346,23.269222,22.71418,22.908443,657600.0,22.822237,0.08620599999999712,0
51,22.257944000000002,23.691801,22.257944000000002,22.822237,1401500.0,23.259022,-0.4367850000000004,1
52,22.731732,23.767811,22.592972,23.259022,891800.0,22.856720000000003,0.4023019999999988,0
53,22.144416,24.179569,21.802143,22.856720000000003,1761500.0,22.190029,0.6666910000000037,0
54,23.105847,23.115097,21.847752,22.190029,1301400.0,21.62105,0.5689789999999988,0
55,21.926325,21.926325,20.492468,21.62105,1318100.0,22.316475,-0.6954250000000002,1
56,21.317398999999998,22.529239999999998,21.252644,22.316475,1288700.0,22.667061,-0.35058599999999984,1
57,22.102767999999998,23.185101,22.093518,22.667061,909600.0,22.414181,0.2528800000000011,0
58,22.414181,22.645447,21.766633,22.414181,1878900.0,22.339462,0.0747189999999982,0
